"Company","Product","TypeName","Inches","Cpu","Ram","PrimaryMemSize","PrimaryMemType","SecondaryMemory","OpSys","Weight","Price_euros","Model","Inches_Binned","ResolutionWidth","ResolutionHeight","DisplayType","Touchscreen","IPS_Panel","RetinaDisplay","CpuBrand","CpuProduct","CpuClockSpeed_GHz","Ram_GB","Gpu_Brand","Gpu_Product","Weight_kg"
"Lenovo","Legion Y520-15IKBN","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.4kg",1129,"Legion","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",2.4
"HP","Stream 14-AX001nv","Notebook",14,"Intel Celeron Dual Core N3060 1.6GHz","2GB","32GB","Flash Storage","0","Windows 10","1.44kg",279,"Stream","3",1366,768,NA,"0","0","0","Intel","N3060",3060,2,"Intel","HD",1.44
"Dell","Latitude 5590","Ultrabook",15.6,"Intel Core i7 8650U 1.9GHz","16GB","512GB","SSD","1","Windows 10","1.88kg",1607.96,"Latitude","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Intel","UHD",1.88
"Asus","VivoBook Flip","2 in 1 Convertible",11.6,"Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB","Flash Storage","0","Windows 10","1.5kg",375,"VivoBook","0",1366,768,NA,"1","0","0","Intel","N3350",3350,4,"Intel","HD",1.5
"Dell","Inspiron 5570","Ultrabook",15.6,"Intel Core i5 8250U 1.6GHz","8GB","1TB","HDD","0","Windows 10","1.9kg",663,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"AMD","Radeon",1.9
"Dell","XPS 15","Notebook",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","512GB","SSD","0","Windows 10","2.06kg",2027.42,"XPS","4",3840,2160,"4K Ultra HD","1","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.06
"HP","Elitebook 850","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.84kg",1304,"Elitebook","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.84
"MSI","GP72MVR 7RFX","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","2.7kg",1409,"GP72MVR","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.7
"HP","Zbook 15","Workstation",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","256GB","SSD","0","Windows 10","2.6kg",1738.27,"Zbook","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","Quadro",2.6
"Toshiba","Tecra A50-C-21G","Notebook",15.6,"Intel Core i7 6500U 2.5GHz","16GB","512GB","SSD","0","Windows 10","2.4kg",1403,"Tecra","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",2.4
"Dell","Inspiron 5570","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","128GB","SSD","1","Windows 10","2.02kg",970.9,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"AMD","Radeon",2.02
"Lenovo","IdeaPad 320-15IAP","Notebook",15.6,"Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB","HDD","0","No OS","2.2kg",321.99,"IdeaPad","4",1366,768,NA,"0","0","0","Intel","N3350",3350,4,"Intel","HD",2.2
"Dell","Inspiron 7577","Gaming",15.6,"Intel Core i5 7300HQ 2.5GHz","8GB","1TB","HDD","0","Windows 10","2.65kg",999,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.65
"Dell","Inspiron 3567","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","2TB","HDD","0","Windows 10","2.36kg",557.37,"Inspiron","4",1366,768,NA,"1","0","0","Intel","i5",5,8,"Intel","HD",2.36
"Dell","Latitude 7480","Notebook",14,"Intel Core i5 7300U 2.6GHz","8GB","256GB","SSD","0","Windows 10","1.36kg",1427,"Latitude","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.36
"HP","250 G6","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","500GB","HDD","0","Windows 10","1.86kg",439,"250","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",1.86
"Asus","Zenbook UX410UA-GV027T","Notebook",14,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","2kg",945,"Zenbook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",2
"Lenovo","IdeaPad 320-17IKB","Notebook",17.3,"Intel Core i5 7200U 2.5GHz","6GB","128GB","SSD","1","Windows 10","2.8kg",719,"IdeaPad","5",1600,900,NA,"0","0","0","Intel","i5",5,6,"Nvidia","GeForce",2.8
"HP","250 G6","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","1TB","HDD","0","Windows 10","1.86kg",639,"250","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.86
"Lenovo","IdeaPad 320-15ISK","Notebook",15.6,"Intel Core i3 6006U 2GHz","8GB","256GB","SSD","0","No OS","2.2kg",499,"IdeaPad","4",1366,768,NA,"0","0","0","Intel","i3",3,8,"Nvidia","GeForce",2.2
"HP","15-AY023na (N3710/8GB/2TB/W10)","Notebook",15.6,"Intel Pentium Quad Core N3710 1.6GHz","8GB","2TB","HDD","0","Windows 10","2.04kg",389,"15-AY023na","4",1366,768,NA,"0","0","0","Intel","N3710",3710,8,"Intel","HD",2.04
"Dell","Inspiron 5770","Notebook",17.3,"Intel Core i5 8250U 1.6GHz","8GB","128GB","SSD","1","Windows 10","2.8kg",1085,"Inspiron","5",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"AMD","Radeon",2.8
"Lenovo","Legion Y520-15IKBN","Gaming",15.6,"Intel Core i5 7300HQ 2.5GHz","8GB","128GB","SSD","1","No OS","2.4kg",809,"Legion","4",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Nvidia","GeForce",2.4
"Dell","Inspiron 5567","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","2.33kg",899,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"AMD","Radeon",2.33
"HP","Elitebook 1040","Ultrabook",14,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.36kg",1750,"Elitebook","3",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Intel","HD",1.36
"Asus","ZenBook Flip","2 in 1 Convertible",15.6,"Intel Core i7 7500U 2.7GHz","12GB","512GB","SSD","1","Windows 10","2.26kg",1099,"ZenBook","4",1920,1080,"Full HD","1","0","0","Intel","i7",7,12,"Nvidia","GeForce",2.26
"Acer","Aspire 3","Notebook",15.6,"AMD A9-Series 9420 3GHz","4GB","128GB","SSD","0","Windows 10","2.1kg",426,"Aspire","4",1366,768,NA,"0","0","0","AMD",NA,9,4,"AMD","Radeon",2.1
"Asus","Rog Strix","Gaming",17.3,"AMD Ryzen 1700 3GHz","16GB","256GB","SSD","1","Windows 10","3.25kg",2199,"Rog","5",1920,1080,"Full HD","0","1","0","AMD",NA,1700,16,"AMD","Radeon",3.25
"Lenovo","IdeaPad 110-17ACL","Notebook",17.3,"AMD A8-Series 7410 2.2GHz","4GB","128GB","SSD","0","Windows 10","2.6kg",489,"IdeaPad","5",1600,900,NA,"0","0","0","AMD",NA,8,4,"AMD","Radeon",2.6
"Dell","Inspiron 5379","2 in 1 Convertible",13.3,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","1.62kg",869.01,"Inspiron","2",1920,1080,"Full HD","1","0","0","Intel","i7",7,8,"Intel","UHD",1.62
"HP","15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10)","Notebook",15.6,"AMD A9-Series 9420 3GHz","4GB","256GB","SSD","0","Windows 10","1.91kg",488.99,"15-bw003nv","4",1920,1080,"Full HD","0","0","0","AMD",NA,9,4,"AMD","Radeon",1.91
"Lenovo","Yoga 11e","Netbook",11.6,"Intel Celeron Quad Core N3450 1.1GHz","4GB","128GB","SSD","0","Windows 10","1.59kg",553,"Yoga","0",1366,768,NA,"0","1","0","Intel","N3450",3450,4,"Intel","HD",1.59
"Dell","Inspiron 3552","Notebook",15.6,"Intel Celeron Dual Core N3060 1.60GHz","4GB","500GB","HDD","0","Windows 10","1.8kg",309,"Inspiron","4",1366,768,NA,"0","0","0","Intel","N3060",3060,4,"Intel","HD",1.8
"Asus","VivoBook E403NA","Notebook",14,"Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB","Flash Storage","0","Windows 10","1.5kg",286,"VivoBook","3",1366,768,NA,"0","0","0","Intel","N3350",3350,4,"Intel","HD",1.5
"Acer","Aspire 7","Notebook",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","1TB","HDD","0","Linux","2.4kg",846,"Aspire","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.4
"HP","Omen 17-w212nv","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","3.35kg",1191,"Omen","5",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",3.35
"Lenovo","V310-15ISK (i3-6006U/4GB/128GB/FHD/No","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","128GB","SSD","0","No OS","1.85kg",403.5,"V310-15ISK","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"Intel","HD",1.85
"Asus","ROG Strix","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","2.3kg",1655,"ROG","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",2.3
"Lenovo","IdeaPad 720S-14IKB","Notebook",14,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.5kg",1099,"IdeaPad","3",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Nvidia","GeForce",1.5
"Asus","Zenbook Flip","Ultrabook",13.3,"Intel Core i7 7500U 2.7GHz","16GB","512GB","SSD","0","Windows 10","1.1kg",1748.9,"Zenbook","2",1920,1080,"Full HD","1","0","0","Intel","i7",7,16,"Intel","HD",1.1
"Lenovo","Thinkpad X1","Ultrabook",14,"Intel Core i7 7500U 2.7GHz","8GB","512GB","SSD","0","Windows 10","1.13kg",2282,"Thinkpad","3",2560,1440,NA,"0","1","0","Intel","i7",7,8,"Intel","HD",1.13
"Lenovo","Ideapad 510S-13IKB","Notebook",13.3,"Intel Core i3 7100U 2.4GHz","4GB","128GB","SSD","0","Windows 10","1.5kg",549,"Ideapad","2",1920,1080,"Full HD","0","1","0","Intel","i3",3,4,"Intel","HD",1.5
"Dell","Precision 5520","Workstation",15.6,"Intel Core i7 6820HQ 2.7GHz","8GB","256GB","SSD","0","Windows 10","2kg",2135,"Precision","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","Quadro",2
"Lenovo","ThinkPad X1","2 in 1 Convertible",14,"Intel Core i7 7500U 2.7GHz","16GB","512GB","SSD","0","Windows 10","1.42kg",2509,"ThinkPad","3",2560,1440,NA,"1","0","0","Intel","i7",7,16,"Intel","HD",1.42
"Asus","Rog GL753VD-GC042T","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","8GB","1TB","HDD","0","Windows 10","3kg",1039,"Rog","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",3
"Asus","Rog GL753VE-GC070T","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","3kg",1591,"Rog","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",3
"Acer","Aspire 5","Notebook",15.6,"Intel Core i5 8250U 1.6GHz","12GB","1TB","HDD","0","Windows 10","2.2kg",693.99,"Aspire","4",1366,768,NA,"0","1","0","Intel","i5",5,12,"Nvidia","GeForce",2.2
"MSI","Leopard GP72M","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","8GB","256GB","SSD","0","Windows 10","2.7kg",1349,"Leopard","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.7
"Dell","Inspiron 5567","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Linux","2.33kg",778.87,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"AMD","Radeon",2.33
"HP","15-BW004nv (A9-9420/4GB/256GB/Radeon","Ultrabook",15.6,"AMD A9-Series 9420 3GHz","4GB","256GB","SSD","0","Windows 10","1.91kg",499,"15-BW004nv","4",1920,1080,"Full HD","0","0","0","AMD",NA,9,4,"AMD","Radeon",1.91
"Lenovo","ThinkPad E580","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","2.1kg",1229.56,"ThinkPad","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"AMD","Radeon",2.1
"Lenovo","ThinkPad L470","Notebook",14,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.9kg",938,"ThinkPad","3",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",1.9
"Dell","Precision M5520","Workstation",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","256GB","SSD","0","Windows 10","1.78kg",2712,"Precision","4",3840,2160,"4K Ultra HD","1","0","0","Intel","i7",7,8,"Nvidia","Quadro",1.78
"Lenovo","Thinkpad X1","Ultrabook",14,"Intel Core i7 7500U 2.7GHz","16GB","1TB","SSD","0","Windows 10","1.13kg",2625,"Thinkpad","3",2560,1440,NA,"0","1","0","Intel","i7",7,16,"Intel","HD",1.13
"Lenovo","IdeaPad 320-15IAP","Notebook",15.6,"Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB","HDD","0","Windows 10","2.2kg",306,"IdeaPad","4",1366,768,NA,"0","0","0","Intel","N3350",3350,4,"Intel","HD",2.2
"Asus","FX753VD-GC461T (i7-7700HQ/16GB/1TB","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.9kg",1529,"FX753VD-GC461T","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.9
"Lenovo","ThinkPad E580","Notebook",15.6,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","1","Windows 10","2.1kg",1144.5,"ThinkPad","4",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"AMD","Radeon",2.1
"Acer","Aspire 7","Notebook",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","256GB","SSD","0","Linux","2.5kg",879,"Aspire","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.5
"MSI","GE73VR 7RF","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.8kg",2249,"GE73VR","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.8
"Asus","Zenbook 3","Ultrabook",14,"Intel Core i7 7500U 2.7GHz","8GB","512GB","SSD","0","Windows 10","1.10kg",1873,"Zenbook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.1
"Toshiba","Portege Z30-C-16P","Ultrabook",13.3,"Intel Core i7 6500U 2.5GHz","16GB","512GB","SSD","0","Windows 10","1.2kg",1747,"Portege","2",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Intel","HD",1.2
"Dell","Latitude 7480","Ultrabook",14,"Intel Core i7 7600U 2.8GHz","8GB","512GB","SSD","0","Windows 10","1.36kg",1680,"Latitude","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.36
"Lenovo","IdeaPad 320-15ISK","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","500GB","HDD","0","Windows 10","2.2kg",409,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"Intel","HD",2.2
"Lenovo","Lenovo IdeaPad","Notebook",11.6,"Intel Celeron Dual Core N3350 1.1GHz","2GB","32GB","Flash Storage","0","Windows 10","1.15kg",304.45,"Lenovo","0",1366,768,NA,"0","0","0","Intel","N3350",3350,2,"Intel","HD",1.15
"Lenovo","ThinkPad P51","Workstation",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","512GB","SSD","0","Windows 10","2.67kg",1925,"ThinkPad","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","Quadro",2.67
"Lenovo","Thinkpad T470p","Ultrabook",14,"Intel Core i7 7700HQ 2.8GHz","8GB","512GB","SSD","0","Windows 10","1.7kg",1943,"Thinkpad","3",2560,1440,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",1.7
"HP","15-BS028nv (i3-6006U/4GB/1TB/Radeon","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","1TB","HDD","0","Windows 10","2.1kg",469,"15-BS028nv","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"AMD","Radeon",2.1
"Acer","Aspire R7","2 in 1 Convertible",13.3,"Intel Core i7 6500U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.6kg",789.01,"Aspire","2",1920,1080,"Full HD","1","1","0","Intel","i7",7,8,"Intel","HD",1.6
"Asus","ZenBook Flip","2 in 1 Convertible",13.3,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.27kg",928,"ZenBook","2",1920,1080,"Full HD","1","1","0","Intel","i5",5,8,"Intel","HD",1.27
"Dell","Inspiron 3567","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","256GB","SSD","0","Linux","2.3kg",598.9,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"AMD","Radeon",2.3
"Dell","Latitude 3380","Notebook",13.3,"Intel Core i3 6006U 2GHz","4GB","128GB","SSD","0","Windows 10","1.65kg",689,"Latitude","2",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",1.65
"HP","EliteBook 1040","Ultrabook",14,"Intel Core i7 6500U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.43kg",1500,"EliteBook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.43
"Dell","Inspiron 3567","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","1TB","HDD","0","Windows 10","2.14kg",539.95,"Inspiron","4",1366,768,NA,"0","0","0","Intel","i5",5,8,"Intel","HD",2.14
"Lenovo","ThinkPad E480","Ultrabook",14,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","1.75kg",1215.38,"ThinkPad","3",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"AMD","Radeon",1.75
"Lenovo","Yoga 720-15IKB","2 in 1 Convertible",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","512GB","SSD","0","Windows 10","2kg",1899,"Yoga","4",3840,2160,"4K Ultra HD","1","1","0","Intel","i7",7,16,"Nvidia","GeForce",2
"Other","LapBook 12.3","Notebook",12.3,"Intel Celeron Quad Core N3450 1.1GHz","6GB","64GB","Flash Storage","0","Windows 10","1.4kg",449,"LapBook","1",2736,1824,"Retina Display","0","1","1","Intel","N3450",3450,6,"Intel","HD",1.4
"HP","ProBook 650","Notebook",15.6,"Intel Core i7 7820HQ 2.9GHz","8GB","256GB","SSD","0","Windows 10","2.31kg",1427,"ProBook","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",2.31
"Asus","X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce","Notebook",15.6,"Intel Core i3 7100U 2.4GHz","8GB","1TB","HDD","0","Linux","2.3kg",597,"X542UQ-DM117","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,8,"Nvidia","GeForce",2.3
"Dell","Alienware 17","Gaming",17.3,"Intel Core i7 7820HK 2.9GHz","16GB","256GB","SSD","1","Windows 10","4.42kg",2799,"Alienware","5",2560,1440,NA,"0","1","0","Intel","i7",7,16,"Nvidia","GeForce",4.42
"Dell","Inspiron 7577","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","2.62kg",1159,"Inspiron","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",2.62
"Dell","Inspiron 5570","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","1","Windows 10","2.02kg",1142.4,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"AMD","Radeon",2.02
"Dell","Latitude 5480","Ultrabook",14,"Intel Core i7 7600U 2.8GHz","8GB","256GB","SSD","0","Linux","1.6kg",1099,"Latitude","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.6
"HP","Omen 17-w207nv","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","12GB","256GB","SSD","1","Windows 10","3.35kg",1999,"Omen","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,12,"Nvidia","GeForce",3.35
"Other","FlexBook Edge","2 in 1 Convertible",11.6,"Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB","SSD","0","Windows 10","1.16kg",299,"FlexBook","0",1920,1080,"Full HD","1","1","0","Intel","N3350",3350,4,"Intel","HD",1.16
"Other","Chromebook 3","Netbook",11.6,"Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB","Flash Storage","0","Chrome/Android","1.15kg",269,"Chromebook","0",1366,768,NA,"0","0","0","Intel","N3060",3060,4,"Intel","HD",1.15
"Lenovo","Thinkpad 13","Notebook",13.3,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.4kg",1010,"Thinkpad","2",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Intel","HD",1.4
"Lenovo","IdeaPad 320s-14IKB","Notebook",14,"Intel Core i3 7130U 2.7GHz","4GB","128GB","SSD","0","Windows 10","1.7kg",599,"IdeaPad","3",1920,1080,"Full HD","0","1","0","Intel","i3",3,4,"Intel","HD",1.7
"Lenovo","Thinkpad T570","Workstation",15.6,"Intel Core i7 7600U 2.8GHz","16GB","512GB","SSD","0","Windows 10","2.3kg",2445,"Thinkpad","4",3840,2160,"4K Ultra HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",2.3
"Lenovo","Thinkpad P51","Notebook",15.6,"Intel Core i7 7820HQ 2.9GHz","16GB","512GB","SSD","0","Windows 10","2.5kg",2449,"Thinkpad","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","Quadro",2.5
"Asus","Rog Strix","Gaming",17.3,"AMD Ryzen 1600 3.2GHz","8GB","256GB","SSD","1","Windows 10","3.2kg",1695,"Rog","5",1920,1080,"Full HD","0","0","0","AMD",NA,1600,8,"AMD","Radeon",3.2
"HP","15-ra044nv (N3060/4GB/500GB/W10)","Notebook",15.6,"Intel Celeron Dual Core N3060 1.6GHz","4GB","500GB","HDD","0","Windows 10","2.1kg",347,"15-ra044nv","4",1366,768,NA,"0","0","0","Intel","N3060",3060,4,"Intel","HD",2.1
"Other","Pixelbook (Core","Ultrabook",12.3,"Intel Core i7 7Y75 1.3GHz","16GB","512GB","SSD","0","Chrome/Android","1.1kg",2199,"Pixelbook","1",2400,1600,NA,"1","0","0","Intel","i7",7,16,"Intel","HD",1.1
"Lenovo","ThinkPad T470s","Ultrabook",14,"Intel Core i7 7500U 2.7GHz","24GB","512GB","SSD","0","Windows 10","1.32kg",2382,"ThinkPad","3",2560,1440,NA,"0","0","0","Intel","i7",7,24,"Intel","HD",1.32
"Asus","VivoBook Max","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","256GB","SSD","0","Linux","2kg",559,"VivoBook","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",2
"Lenovo","IdeaPad 320-15AST","Notebook",17.3,"AMD A6-Series 9220 2.5GHz","8GB","1TB","HDD","0","Windows 10","2.8kg",519,"IdeaPad","5",1600,900,NA,"0","0","0","AMD",NA,6,8,"AMD","Radeon",2.8
"Dell","Inspiron 5570","Notebook",15.6,"Intel Core i5 8250U 1.6GHz","4GB","256GB","SSD","0","Windows 10","2.2kg",749,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"AMD","Radeon",2.2
"Lenovo","ThinkPad X270","Ultrabook",12.5,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.36kg",1429,"ThinkPad","1",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",1.36
"Lenovo","IdeaPad 320-15IAP","Notebook",15.6,"Intel Pentium Quad Core N4200 1.1GHz","4GB","128GB","SSD","0","Windows 10","2.2kg",349,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","N4200",4200,4,"Intel","HD",2.2
"HP","Omen 15-AX205na","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","2.2kg",1099,"Omen","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",2.2
"Dell","Latitude 5480","Notebook",14,"Intel Core i5 7440HQ 2.8GHz","8GB","256GB","SSD","0","Windows 10","1.64kg",1179,"Latitude","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",1.64
"Acer","Aspire ES1-572","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","500GB","HDD","0","Linux","2.4kg",441.8,"Aspire","4",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",2.4
"Dell","Precision 3520","Workstation",15.6,"Intel Xeon E3-1505M V6 3GHz","8GB","64GB","Flash Storage","1","Windows 10","2.23kg",1993,"Precision","4",1920,1080,"Full HD","0","0","0","Intel",NA,3,8,"Nvidia","Quadro",2.23
"MSI","GV62 7RD-1686NL","Gaming",15.6,"Intel Core i5 7300HQ 2.5GHz","8GB","256GB","SSD","0","Windows 10","2.2kg",1027.74,"GV62","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.2
"Other","Surface Laptop","Ultrabook",13.5,"Intel Core i7 7660U 2.5GHz","16GB","512GB","SSD","0","Windows 10","1.25kg",2589,"Surface","2",2256,1504,NA,"1","0","0","Intel","i7",7,16,"Intel","Iris",1.25
"HP","15-bs024nv (i5-7200U/8GB/128GB/W10)","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","128GB","SSD","0","Windows 10","1.91kg",589,"15-bs024nv","4",1366,768,NA,"0","0","0","Intel","i5",5,8,"Intel","HD",1.91
"Dell","Precision 3520","Workstation",15.6,"Intel Core i7 6820HQ 2.7GHz","16GB","256GB","SSD","0","Windows 10","2.17kg",1975,"Precision","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","Quadro",2.17
"HP","ProBook 650","Workstation",15.6,"Intel Core i7 7820HQ 2.9GHz","8GB","512GB","SSD","0","Windows 10","2.31kg",1534,"ProBook","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Intel","HD",2.31
"Lenovo","ThinkPad T470","Notebook",14,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.65kg",1345,"ThinkPad","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.65
