"","Company","Product","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price_euros"
"457","Dell","Alienware 17","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.7GHz","8GB","1TB HDD","Nvidia GeForce GTX 1060","Windows 10","4.42kg",2046
"458","Microsoft","Surface Laptop","Ultrabook",13.5,"Touchscreen 2256x1504","Intel Core M m3-7Y30 2.2GHz","4GB","128GB SSD","Intel HD Graphics 615","Windows 10 S","1.252kg",989
"459","Microsoft","Surface Laptop","Ultrabook",13.5,"Touchscreen 2256x1504","Intel Core i7 7660U 2.5GHz","8GB","256GB SSD","Intel Iris Plus Graphics 640","Windows 10 S","1.25kg",1799
"460","HP","17-BS092ND (i3-6006U/8GB/256GB/W10)","Notebook",17.3,"1600x900","Intel Core i3 6006U 2GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.5kg",639.9
"461","Acer","Aspire E5-576G","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","2.23kg",544
"462","Acer","TravelMate B","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","128GB SSD","Intel HD Graphics 400","Windows 10","1.4kg",435
"463","Asus","Pro P2540UA-AB51","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.37kg",749
"464","Lenovo","IdeaPad 510s-14IKB","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","AMD Radeon R7 M460","No OS","1.5kg",799
"465","Lenovo","Thinkpad P51","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz","8GB","256GB SSD","Nvidia Quadro M2200M","Windows 10","2.67kg",2090
"466","Asus","X541NA-PD1003Y (N4200/4GB/500GB/W10)","Notebook",15.6,"1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","500GB HDD","Intel HD Graphics 500","Windows 10","2kg",304
"467","Acer","Aspire 5","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Nvidia GeForce GTX 940MX","Windows 10","2.2kg",469
"468","Dell","Inspiron 5570","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","2TB HDD","AMD Radeon 530","Windows 10","2.02kg",759
"469","HP","Omen 17-an006nv","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","1TB HDD","Nvidia GeForce GTX 1060","Windows 10","3.78kg",1699
"470","Lenovo","Thinkpad T460s","Ultrabook",14,"IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz","12GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.4kg",1858
"471","HP","Spectre x360","2 in 1 Convertible",13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz","8GB","512GB SSD","Intel UHD Graphics 620","Windows 10","1.29kg",1999
"472","HP","ZBook 15u","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","500GB HDD","AMD FirePro W4190M ","Windows 10","1.9kg",1154
"473","Google","Pixelbook (Core","Ultrabook",12.3,"Touchscreen 2400x1600","Intel Core i5 7Y57 1.2GHz","8GB","128GB SSD","Intel HD Graphics 615","Chrome OS","1.1kg",1275
"474","Dell","Latitude 7390","Ultrabook",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.42kg",1841.85
"475","Asus","ZenBook Pro","Notebook",15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz","12GB","128GB SSD +  1TB HDD","Intel HD Graphics 530","Windows 10","2.06kg",1299
"476","Dell","Latitude E5470","Notebook",14,"1366x768","Intel Core i3 6100U 2.3GHz","8GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.79kg",740
"477","Dell","Precision M5520","Workstation",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia Quadro M1200","Windows 10","1.78kg",2408
"478","Lenovo","Thinkpad T470","Notebook",14,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","180GB SSD","Intel HD Graphics 620","Windows 10","1.7kg",1364
"479","Dell","Inspiron 3576","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","1TB HDD","AMD Radeon 520","Windows 10","2.2kg",675
"480","Toshiba","Portege X30-D-10J","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.05kg",1672
"481","Dell","Inspiron 7570","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","512GB SSD","Nvidia GeForce 940MX","Windows 10","2.16kg",1262
"482","Dell","Vostro 3568","Notebook",15.6,"1366x768","Intel Core i3 7100U 2.4GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.18kg",586.6
"483","HP","ProBook 430","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","128GB SSD","Intel UHD Graphics 620","Windows 10","1.49kg",726
"484","Chuwi","Lapbook 15,6","Notebook",15.6,"Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz","4GB","64GB Flash Storage","Intel HD Graphics","Windows 10","1.89kg",248.9
"485","Lenovo","ThinkPad E570","Notebook",15.6,"1366x768","Intel Core i3 6006U 2.0GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","2.3kg",565
"486","Lenovo","ThinkPad E480","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.75kg",1049
"487","Dell","Precision 3520","Workstation",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz","16GB","512GB SSD","Nvidia Quadro M620","Windows 10","2.17kg",2338
"488","Dell","XPS 15","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.06kg",1899
"489","Lenovo","Thinkpad X270","Ultrabook",12.5,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.36kg",1798
"490","Asus","Zenbook UX390UA","Ultrabook",12.5,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","0.91kg",1950
"491","Lenovo","Thinkpad E570","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","2.3kg",1011.99
"492","Toshiba","Portege X30-D-10L","Ultrabook",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","32GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.05kg",2799
"493","Asus","VivoBook Pro","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","1.99kg",1350
"494","Acer","Aspire 5","Notebook",15.6,"1366x768","AMD A10-Series 9620P 2.5GHz","8GB","1TB HDD","AMD Radeon RX 540","Windows 10","2.2kg",579
"495","Asus","Rog G752VL-UH71T","Gaming",17.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6700HQ 2.6GHz","24GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 965M","Windows 10","4.33kg",1269
"496","Lenovo","Thinkpad X260","Ultrabook",12.5,"IPS Panel 1366x768","Intel Core i5 6200U 2.3GHz","8GB","180GB SSD","Intel HD Graphics 520","Windows 10","1.3kg",1099
"497","Lenovo","Ideapad 520-15IKBR","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","2.17kg",898.9
"498","HP","EliteBook 840","Notebook",14,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","1TB SSD","Intel HD Graphics 620","Windows 10","1.48kg",1749
"499","Lenovo","ThinkPad 13","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.4kg",949
"500","Lenovo","ThinkPad L570","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.3kg",911
"501","Asus","VivoBook E201NA","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","64GB Flash Storage","Intel HD Graphics 500","Windows 10 S","1.2kg",340
"502","HP","15-BS026nv (i5-7200U/8GB/256GB/Radeon","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","AMD Radeon 520","Windows 10","1.91kg",618.99
"503","Lenovo","Yoga 920-13IKB","2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.4kg",1599
"504","Lenovo","IdeaPad 320-14IAP","Notebook",14,"1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","500GB HDD","Intel HD Graphics 500","Windows 10","2.1kg",299
"505","Lenovo","Chromebook N23","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB SSD","Intel HD Graphics 400","Chrome OS","1.25kg",265
"506","Lenovo","ThinkPad 13","Notebook",13.3,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.44kg",949
"507","Asus","ZenBook UX510UX-CN211T","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD +  1TB HDD","Intel HD Graphics 620","Windows 10","2kg",1224
"508","Acer","Aspire A515-51G-59QF","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","1TB HDD","Nvidia GeForce MX150","Windows 10","2.2kg",613
"509","HP","Envy 13-AB002nv","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.34kg",1323
"510","Lenovo","Legion Y520-15IKBN","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","No OS","2.4kg",1149
"511","Dell","XPS 13","Ultrabook",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.29kg",899
"512","Acer","Aspire A515-51G","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","4GB","500GB HDD","Nvidia GeForce 940MX","Windows 10","2.2kg",639
"513","Dell","Vostro 5568","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.18kg",836
"514","Dell","Inspiron 5570","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","256GB SSD +  2TB HDD","AMD Radeon 530","Windows 10","2.2kg",1219.24
"515","Xiaomi","Mi Notebook","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","256GB SSD","Nvidia GeForce MX150","No OS","1.95kg",1399.95
"516","Asus","VivoBook E12","Netbook",11.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz","2GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.1kg",245
"517","HP","15-bs190od (i5-8250U/4GB/1TB/W10)","Notebook",15.6,"Touchscreen 1366x768","Intel Core i5 8250U 1.6GHz","4GB","1TB HDD","Intel UHD Graphics 620","Windows 10","2.04kg",521.47
"518","Asus","ROG Zephyrus","Gaming",15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","24GB","512GB SSD","Nvidia GeForce GTX1080","Windows 10","2.24kg",2968
"519","HP","Probook 450","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","2.04kg",889
"520","Asus","FX753VE-GC155T (i7-7700HQ/16GB/1TB","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX1050 Ti","Windows 10","3kg",1504
"521","Lenovo","Legion Y720-15IKB","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","3.2kg",1399
"522","HP","Spectre X360","Ultrabook",13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.32kg",1399
"523","Dell","Latitude 5480","Notebook",14,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.64kg",1279.73
"524","HP","ProBook 440","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.63kg",689
"525","Dell","Inspiron 5770","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Linux","2.8kg",889
"526","Lenovo","ThinkPad L470","Notebook",14,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","2.02kg",1340
"527","Lenovo","IdeaPad 320-15IKB","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","4GB","1TB HDD","Nvidia GeForce 920MX","Windows 10","2.2kg",799
"528","Lenovo","IdeaPad 320-15ISK","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz","8GB","2TB HDD","Nvidia GeForce 920MX ","No OS","2.2kg",459
"529","Dell","Inspiron 3567","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","AMD Radeon R5 M430","Windows 10","2.3kg",585
"530","Dell","Latitude 5580","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.9kg",1377
"531","Dell","Alienware 17","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg",3012.77
"532","Toshiba","Satellite Pro","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.0kg",860
"533","Asus","Zenbook UX510UW-FI095T","Notebook",15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2kg",1299
"534","Mediacom","SmartBook Edge","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Celeron Quad Core N3450 1.1GHz","4GB","32GB SSD","Intel HD Graphics 500","Windows 10","1.2kg",369
"535","Asus","ROG Strix","Gaming",15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.3kg",1649
"536","Dell","Latitude 5580","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","1.93kg",1369
"537","Dell","Inspiron 5570","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","AMD Radeon 530","Windows 10","2.2kg",797.41
"538","HP","250 G6","Notebook",15.6,"Full HD 1920x1080","Intel Pentium Quad Core N3710 1.6GHz","4GB","256GB SSD","Intel HD Graphics 405","Windows 10","1.86kg",398.99
"539","HP","Omen 15-ce006nv","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.62kg",1799
"540","Lenovo","Thinkpad E470","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","1.87kg",859
"541","Dell","XPS 13","Ultrabook",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.2kg",1399
"542","Dell","Vostro 5468","Notebook",14,"Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.6kg",735.87
"543","HP","Envy 13-AB020nr","Ultrabook",13.3,"IPS Panel Quad HD+ 3200x1800","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.34kg",1145
"544","Acer","Aspire 7","Gaming",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Linux","2.4kg",798
"545","Asus","VivoBook X540YA-XX519T","Notebook",15.6,"1366x768","AMD E-Series 7110 1.8GHz","4GB","500GB HDD","AMD Radeon R2 Graphics","Windows 10","2kg",349
"546","HP","ProBook 450","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","2.1kg",705.5
"547","Lenovo","ThinkPad E470","Notebook",14,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.87kg",785
"548","Lenovo","V310-15ISK (i5-6200U/4GB/1TB/FHD/No","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","1TB HDD","Intel HD Graphics 520","No OS","2.15kg",462.35
"549","HP","250 G6","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.86kg",397
"550","Lenovo","ThinkPad T570","Notebook",15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.99kg",1729
"551","Lenovo","IdeaPad 320-15ISK","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","2.2kg",499
"552","Dell","Latitude 5580","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.9kg",1116.99
"553","Dell","Alienware 17","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg",2699
"554","HP","17-X047na (i3-6006U/8GB/1TB/W10)","Notebook",17.3,"1600x900","Intel Core i3 6006U 2GHz","8GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.65kg",544.15
"555","HP","ProBook 470","Notebook",17.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce 930MX","Windows 10","2.63kg",1280
"556","Asus","A541NA-GO342 (N3350/4GB/500GB/Linux)","Notebook",15.6,"1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","500GB HDD","Intel HD Graphics 500","Linux","2kg",224
"557","Mediacom","SmartBook 130","Notebook",13.3,"IPS Panel Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz","4GB","32GB Flash Storage","Intel HD Graphics","Windows 10","1.35kg",255
"558","Lenovo","IdeaPad 320-17IKB","Notebook",17.3,"1600x900","Intel Core i7 7500U 2.7GHz","6GB","128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10","2.8kg",949
"559","HP","15-bw007nv (A10-9620P/6GB/128GB/Radeon","Notebook",15.6,"IPS Panel Full HD 1920x1080","AMD A10-Series A10-9620P 2.5GHz","6GB","128GB SSD","AMD Radeon 530","Windows 10","1.91kg",568.9
"560","Dell","Vostro 3568","Notebook",15.6,"1366x768","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon R5 M420","Windows 10","2.18kg",617.9
"561","Acer","Spin SP111-31","2 in 1 Convertible",11.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Celeron Dual Core N3350 2.0GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.25kg",349
"562","Lenovo","V330-15IKB (i3-7130U/4GB/128GB/FHD/W10)","Notebook",15.6,"Full HD 1920x1080","Intel Core i3 7130U 2.7GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","2.05kg",630
"563","HP","EliteBook 1030","Ultrabook",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core M 6Y75 1.2GHz","16GB","512GB SSD","Intel HD Graphics 515","Windows 10","1.16kg",1965
"564","Lenovo","Thinkpad P71","Notebook",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia Quadro M620M","Windows 10","3.4kg",2999
"565","Asus","FX553VD-DM627T (i5-7300HQ/8GB/1TB","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.5kg",839
"566","Dell","XPS 13","Ultrabook",13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i5 8250U 1.6GHz","8GB","128GB SSD","Intel UHD Graphics 620","Windows 10","1.21kg",1599
"567","Dell","Latitude 5580","Notebook",15.6,"1366x768","Intel Core i5 7300U 2.6GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.93kg",959
"568","Fujitsu","Lifebook A557","Notebook",15.6,"1366x768","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.2kg",739
"569","Lenovo","IdeaPad 320-15IAP","Notebook",15.6,"Full HD 1920x1080","Intel Pentium Quad Core N4200 1.1GHz","4GB","500GB HDD","Intel HD Graphics 505","Windows 10","2.2kg",344
"570","Lenovo","ThinkPad L470","Notebook",14,"1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.02kg",990
"571","HP","ZBook 17","Workstation",17.3,"1600x900","Intel Core i5 7440HQ 2.8GHz","8GB","500GB HDD","Nvidia Quadro M1200","Windows 10","3.14kg",1860.99
"572","HP","14-am079na (N3710/8GB/2TB/W10)","Notebook",14,"1366x768","Intel Pentium Quad Core N3710 1.6GHz","8GB","2TB HDD","Intel HD Graphics 405","Windows 10","1.94kg",389
"573","HP","15-cd005nv (A9-9420/6GB/256GB/Radeon","Notebook",15.6,"IPS Panel Full HD 1920x1080","AMD A9-Series A9-9420 3GHz","6GB","256GB SSD","AMD Radeon 530","Windows 10","1.95kg",649
"574","Lenovo","Thinkpad E570","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.3kg",830
"575","Lenovo","V330-15IKB (i5-8250U/4GB/500GB/FHD/W10)","Notebook",15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.05kg",685
"576","Mediacom","SmartBook 141","Notebook",14,"Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz","4GB","32GB SSD","Intel HD Graphics","Windows 10","1.4kg",249
"577","Toshiba","Tecra X40-D-10H","Ultrabook",14,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.24kg",1865
"578","Lenovo","IdeaPad Y910-17ISK","Gaming",17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","32GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.6kg",2663
"579","MSI","GT73VR Titan","Gaming",17.3,"Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.14kg",2729
"580","Dell","Inspiron 3567","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","AMD Radeon R5 M430","Linux","2.2kg",749.01
"581","Mediacom","SmartBook Edge","Notebook",14,"IPS Panel Full HD 1920x1080","Intel Celeron Quad Core N3450 1.1GHz","4GB","32GB SSD","Intel HD Graphics 500","Windows 10","1.45kg",389
"582","Dell","Latitude 5580","Notebook",15.6,"1366x768","Intel Core i5 7300U 2.6GHz","8GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.9kg",1008.52
"583","HP","ProBook 430","Notebook",13.3,"Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.49kg",719
"584","Dell","Latitude 5580","Notebook",15.6,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","16GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","1.93kg",1537.39
