Company,Product,TypeName,Inches,Ram,Memory,OpSys,Weight_kg,Price_euros,LogPrice,Model,Inches_Binned,DisplayType,Touchscreen,IPS Panel,RetinaDisplay,ResolutionWidth,ResolutionHeight,ResolutionWidthCat,ResolutionPixels,CpuBrand,CpuProduct,CpuClockSpeed_GHz,Ram_GB,PrimaryMemory,SecondaryMemory,PrimaryMemSize,PrimaryMemType,Gpu_Brand,Gpu_Product
Dell,Alienware 17,Gaming,17.3,16GB,256GB SSD +  1TB HDD,Windows 10,4.42,2799.0,7.937017489515453,Alienware,5,2560x1440,0,1,0,2560,1440,2560,15.120160930043655,Intel,Core i7 7820HK,2.9,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Dell,Inspiron 7577,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.62,1159.0,7.055312843339752,Inspiron,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Dell,Inspiron 5570,Notebook,15.6,8GB,256GB SSD +  2TB HDD,Windows 10,2.02,1142.4,7.04088659158532,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,256GB SSD +,1,256GB,SSD +,AMD,Radeon
Dell,Latitude 5480,Ultrabook,14.0,8GB,256GB SSD,Linux,1.6,1099.0,7.002155954403621,Latitude,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7600U,2.8,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,Omen 17-w207nv,Gaming,17.3,12GB,256GB SSD +  1TB HDD,Windows 10,3.35,1999.0,7.6004023345004,Omen,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,12,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Other,FlexBook Edge,2 in 1 Convertible,11.6,4GB,32GB SSD,Windows 10,1.16,299.0,5.700443573390686,FlexBook,0,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Celeron Dual Core N3350,1.1,4,32GB SSD,0,32GB,SSD,Intel,HD
Other,Chromebook 3,Netbook,11.6,4GB,16GB Flash Storage,Chrome/Android,1.15,269.0,5.594711379601839,Chromebook,0,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3060,1.6,4,16GB Flash Storage,0,16GB,Flash Storage,Intel,HD
Lenovo,Thinkpad 13,Notebook,13.3,8GB,256GB SSD,Windows 10,1.4,1010.0,6.917705609835305,Thinkpad,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,4GB,128GB SSD,Windows 10,1.7,599.0,6.395261598115449,IdeaPad,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i3 7130U,2.7,4,128GB SSD,0,128GB,SSD,Intel,HD
Lenovo,Thinkpad T570,Workstation,15.6,16GB,512GB SSD,Windows 10,2.3,2445.0,7.801800401908972,Thinkpad,4,4K Ultra HD 3840x2160,0,1,0,3840,2160,3840,15.931091146259982,Intel,Core i7 7600U,2.8,16,512GB SSD,0,512GB,SSD,Nvidia,GeForce
Lenovo,Thinkpad P51,Notebook,15.6,16GB,512GB SSD,Windows 10,2.5,2449.0,7.803435056952168,Thinkpad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7820HQ,2.9,16,512GB SSD,0,512GB,SSD,Nvidia,Quadro
Asus,Rog Strix,Gaming,17.3,8GB,256GB SSD +  1TB HDD,Windows 10,3.2,1695.0,7.43543801981455,Rog,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,AMD,Ryzen 1600,3.2,8,256GB SSD +,1,256GB,SSD +,AMD,Radeon
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,4GB,500GB HDD,Windows 10,2.1,347.0,5.849324779946859,15-ra044nv,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3060,1.6,4,500GB HDD,0,500GB,HDD,Intel,HD
Other,Pixelbook (Core,Ultrabook,12.3,16GB,512GB SSD,Chrome/Android,1.1,2199.0,7.695757990554761,Pixelbook,1,2400x1600,1,0,0,2400,1600,2400,15.160982924563909,Intel,Core i7 7Y75,1.3,16,512GB SSD,0,512GB,SSD,Intel,HD
Lenovo,ThinkPad T470s,Ultrabook,14.0,24GB,512GB SSD,Windows 10,1.32,2382.0,7.775695749915245,ThinkPad,3,2560x1440,0,0,0,2560,1440,2560,15.120160930043655,Intel,Core i7 7500U,2.7,24,512GB SSD,0,512GB,SSD,Intel,HD
Asus,VivoBook Max,Notebook,15.6,4GB,256GB SSD,Linux,2.0,559.0,6.326149473155099,VivoBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,4,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,IdeaPad 320-15AST,Notebook,17.3,8GB,1TB HDD,Windows 10,2.8,519.0,6.251903883165888,IdeaPad,5,1600x900,0,0,0,1600,900,1600,14.180153671552183,AMD,A6-Series 9220,2.5,8,1TB HDD,0,1TB,HDD,AMD,Radeon
Dell,Inspiron 5570,Notebook,15.6,4GB,256GB SSD,Windows 10,2.2,749.0,6.618738983517219,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,4,256GB SSD,0,256GB,SSD,AMD,Radeon
Lenovo,ThinkPad X270,Ultrabook,12.5,8GB,256GB SSD,Windows 10,1.36,1429.0,7.264730177929867,ThinkPad,1,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4GB,128GB SSD,Windows 10,2.2,349.0,5.855071922202427,IdeaPad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Pentium Quad Core N4200,1.1,4,128GB SSD,0,128GB,SSD,Intel,HD
HP,Omen 15-AX205na,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.2,1099.0,7.002155954403621,Omen,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Dell,Latitude 5480,Notebook,14.0,8GB,256GB SSD,Windows 10,1.64,1179.0,7.07242190053737,Latitude,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7440HQ,2.8,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Acer,Aspire ES1-572,Notebook,15.6,4GB,500GB HDD,Linux,2.4,441.8,6.090857290986016,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,4,500GB HDD,0,500GB,HDD,Intel,HD
Dell,Precision 3520,Workstation,15.6,8GB,64GB Flash Storage +  1TB HDD,Windows 10,2.23,1993.0,7.597396320212795,Precision,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Xeon E3-1505M V6,3.0,8,64GB Flash Storage +,1,64GB,Flash Storage +,Nvidia,Quadro
MSI,GV62 7RD-1686NL,Gaming,15.6,8GB,256GB SSD,Windows 10,2.2,1027.74,6.9351174957379484,GV62,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Other,Surface Laptop,Ultrabook,13.5,16GB,512GB SSD,Windows 10,1.25,2589.0,7.859026979751538,Surface,2,2256x1504,1,0,0,2256,1504,2256,15.037232117127735,Intel,Core i7 7660U,2.5,16,512GB SSD,0,512GB,SSD,Intel,Iris
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,8GB,128GB SSD,Windows 10,1.91,589.0,6.3784261836515865,15-bs024nv,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,8,128GB SSD,0,128GB,SSD,Intel,HD
Dell,Precision 3520,Workstation,15.6,16GB,256GB SSD,Windows 10,2.17,1975.0,7.588323677335222,Precision,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6820HQ,2.7,16,256GB SSD,0,256GB,SSD,Nvidia,Quadro
HP,ProBook 650,Workstation,15.6,8GB,512GB SSD,Windows 10,2.31,1534.0,7.335633981927201,ProBook,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7820HQ,2.9,8,512GB SSD,0,512GB,SSD,Intel,HD
Lenovo,ThinkPad T470,Notebook,14.0,8GB,256GB SSD,Windows 10,1.65,1345.0,7.20414929203594,ThinkPad,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Inspiron 5570,Notebook,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.36,979.0,6.88653164253051,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,128GB SSD +,1,128GB,SSD +,AMD,Radeon
Dell,Inspiron 3168,2 in 1 Convertible,11.6,4GB,500GB HDD,Windows 10,1.47,479.0,6.171700597410915,Inspiron,0,1366x768,1,0,0,1366,768,1366,13.863431773278407,Intel,Pentium Quad Core N3710,1.6,4,500GB HDD,0,500GB,HDD,Intel,HD
Dell,Alienware 17,Notebook,17.3,8GB,1TB HDD,Windows 10,4.42,2046.0,7.6236419465115715,Alienware,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.7,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Other,Surface Laptop,Ultrabook,13.5,4GB,128GB SSD,Windows 10,1.252,989.0,6.896694331622712,Surface,2,2256x1504,1,0,0,2256,1504,2256,15.037232117127735,Intel,Core M m3-7Y30,2.2,4,128GB SSD,0,128GB,SSD,Intel,HD
Other,Surface Laptop,Ultrabook,13.5,8GB,256GB SSD,Windows 10,1.25,1799.0,7.494986233950533,Surface,2,2256x1504,1,0,0,2256,1504,2256,15.037232117127735,Intel,Core i7 7660U,2.5,8,256GB SSD,0,256GB,SSD,Intel,Iris
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,8GB,256GB SSD,Windows 10,2.5,639.9,6.461311914145415,17-BS092ND,5,1600x900,0,0,0,1600,900,1600,14.180153671552183,Intel,Core i3 6006U,2.0,8,256GB SSD,0,256GB,SSD,Intel,HD
Acer,Aspire E5-576G,Notebook,15.6,4GB,1TB HDD,Windows 10,2.23,544.0,6.298949246855942,Aspire,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Acer,TravelMate B,Netbook,11.6,4GB,128GB SSD,Windows 10,1.4,435.0,6.075346031088684,TravelMate,0,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3060,1.6,4,128GB SSD,0,128GB,SSD,Intel,HD
Asus,Pro P2540UA-AB51,Notebook,15.6,8GB,1TB HDD,Windows 10,2.37,749.0,6.618738983517219,Pro,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,1TB HDD,0,1TB,HDD,Intel,HD
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,8GB,512GB SSD,No OS,1.5,799.0,6.683360945766275,IdeaPad,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,512GB SSD,0,512GB,SSD,AMD,Radeon
Lenovo,Thinkpad P51,Notebook,15.6,8GB,256GB SSD,Windows 10,2.67,2090.0,7.644919344958857,Thinkpad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7820HQ,2.9,8,256GB SSD,0,256GB,SSD,Nvidia,Quadro
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,4GB,500GB HDD,Windows 10,2.0,304.0,5.717027701406222,X541NA-PD1003Y,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Pentium Quad Core N4200,1.1,4,500GB HDD,0,500GB,HDD,Intel,HD
Acer,Aspire 5,Notebook,15.6,4GB,500GB HDD,Windows 10,2.2,469.0,6.150602768446279,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,500GB HDD,0,500GB,HDD,Nvidia,GeForce
Dell,Inspiron 5570,Notebook,15.6,8GB,2TB HDD,Windows 10,2.02,759.0,6.6320017773956295,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,2TB HDD,0,2TB,HDD,AMD,Radeon
HP,Omen 17-an006nv,Gaming,17.3,12GB,1TB HDD,Windows 10,3.78,1699.0,7.437795121671932,Omen,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,12,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Lenovo,Thinkpad T460s,Ultrabook,14.0,12GB,256GB SSD,Windows 10,1.4,1858.0,7.527255919373784,Thinkpad,3,Quad HD+ 2560x1440,0,1,0,2560,1440,2560,15.120160930043655,Intel,Core i7 6600U,2.6,12,256GB SSD,0,256GB,SSD,Intel,HD
HP,Spectre x360,2 in 1 Convertible,13.3,8GB,512GB SSD,Windows 10,1.29,1999.0,7.6004023345004,Spectre,2,4K Ultra HD  3840x2160,1,1,0,3840,2160,3840,15.931091146259982,Intel,Core i7 8550U,1.8,8,512GB SSD,0,512GB,SSD,Intel,UHD
Other,Pixelbook (Core,Ultrabook,12.3,8GB,128GB SSD,Chrome/Android,1.1,1275.0,7.150701457592526,Pixelbook,1,2400x1600,1,0,0,2400,1600,2400,15.160982924563909,Intel,Core i5 7Y57,1.2,8,128GB SSD,0,128GB,SSD,Intel,HD
Dell,Latitude 7390,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1.42,1841.85,7.518525780274631,Latitude,2,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,UHD
Asus,ZenBook Pro,Notebook,15.6,12GB,128GB SSD +  1TB HDD,Windows 10,2.06,1299.0,7.1693500166706,ZenBook,4,4K Ultra HD 3840x2160,0,1,0,3840,2160,3840,15.931091146259982,Intel,Core i7 6700HQ,2.6,12,128GB SSD +,1,128GB,SSD +,Intel,HD
Dell,Latitude E5470,Notebook,14.0,8GB,128GB SSD,Windows 10,1.79,740.0,6.606650186198215,Latitude,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6100U,2.3,8,128GB SSD,0,128GB,SSD,Intel,HD
Dell,Precision M5520,Workstation,15.6,8GB,256GB SSD,Windows 10,1.78,2408.0,7.786551806428712,Precision,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,256GB SSD,0,256GB,SSD,Nvidia,Quadro
Lenovo,Thinkpad T470,Notebook,14.0,8GB,180GB SSD,Windows 10,1.7,1364.0,7.218176838403407,Thinkpad,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,180GB SSD,0,180GB,SSD,Intel,HD
Dell,Inspiron 3576,Notebook,15.6,8GB,1TB HDD,Windows 10,2.2,675.0,6.514712690872529,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,1TB HDD,0,1TB,HDD,AMD,Radeon
Toshiba,Portege X30-D-10J,Notebook,13.3,8GB,256GB SSD,Windows 10,1.05,1672.0,7.421775793644647,Portege,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Inspiron 7570,Notebook,15.6,8GB,512GB SSD,Windows 10,2.16,1262.0,7.140453043101158,Inspiron,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,512GB SSD,0,512GB,SSD,Nvidia,GeForce
Dell,Vostro 3568,Notebook,15.6,4GB,1TB HDD,Windows 10,2.18,586.6,6.37434315654335,Vostro,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 7100U,2.4,4,1TB HDD,0,1TB,HDD,Intel,HD
HP,ProBook 430,Notebook,13.3,4GB,128GB SSD,Windows 10,1.49,726.0,6.587550014824796,ProBook,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,4,128GB SSD,0,128GB,SSD,Intel,UHD
Other,"Lapbook 15,6",Notebook,15.6,4GB,64GB Flash Storage,Windows 10,1.89,248.9,5.517051209373546,Lapbook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Atom x5-Z8350,1.44,4,64GB Flash Storage,0,64GB,Flash Storage,Intel,HD
Lenovo,ThinkPad E570,Notebook,15.6,4GB,128GB SSD,Windows 10,2.3,565.0,6.33682573114644,ThinkPad,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,128GB SSD,0,128GB,SSD,Intel,HD
Lenovo,ThinkPad E480,Notebook,14.0,8GB,256GB SSD,Windows 10,1.75,1049.0,6.955592608396297,ThinkPad,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,UHD
Dell,Precision 3520,Workstation,15.6,16GB,512GB SSD,Windows 10,2.17,2338.0,7.757051142032013,Precision,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6820HQ,2.7,16,512GB SSD,0,512GB,SSD,Nvidia,Quadro
Dell,XPS 15,Notebook,15.6,16GB,512GB SSD,Windows 10,2.06,1899.0,7.549082710812286,XPS,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,512GB SSD,0,512GB,SSD,Nvidia,GeForce
Lenovo,Thinkpad X270,Ultrabook,12.5,16GB,512GB SSD,Windows 10,1.36,1798.0,7.494430215031565,Thinkpad,1,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,16,512GB SSD,0,512GB,SSD,Intel,HD
Asus,Zenbook UX390UA,Ultrabook,12.5,16GB,512GB SSD,Windows 10,0.91,1950.0,7.575584651557792,Zenbook,1,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,16,512GB SSD,0,512GB,SSD,Intel,HD
Lenovo,Thinkpad E570,Notebook,15.6,8GB,256GB SSD,Windows 10,2.3,1011.99,6.9196739683756645,Thinkpad,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Toshiba,Portege X30-D-10L,Ultrabook,13.3,32GB,512GB SSD,Windows 10,1.05,2799.0,7.937017489515453,Portege,2,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,32,512GB SSD,0,512GB,SSD,Intel,HD
Asus,VivoBook Pro,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,1.99,1350.0,7.207859871432475,VivoBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Acer,Aspire 5,Notebook,15.6,8GB,1TB HDD,Windows 10,2.2,579.0,6.361302477572995,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,A10-Series 9620P,2.5,8,1TB HDD,0,1TB,HDD,AMD,Radeon
Asus,Rog G752VL-UH71T,Gaming,17.3,24GB,256GB SSD +  1TB HDD,Windows 10,4.33,1269.0,7.1459844677143876,Rog,5,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,24,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Lenovo,Thinkpad X260,Ultrabook,12.5,8GB,180GB SSD,Windows 10,1.3,1099.0,7.002155954403621,Thinkpad,1,1366x768,0,1,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,8,180GB SSD,0,180GB,SSD,Intel,HD
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,8GB,256GB SSD,Windows 10,2.17,898.9,6.801171793579353,Ideapad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,256GB SSD,0,256GB,SSD,Intel,UHD
HP,EliteBook 840,Notebook,14.0,8GB,1TB SSD,Windows 10,1.48,1749.0,7.466799475018602,EliteBook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7600U,2.8,8,1TB SSD,0,1TB,SSD,Intel,HD
Lenovo,ThinkPad 13,Notebook,13.3,8GB,256GB SSD,Windows 10,1.4,949.0,6.855408798609927,ThinkPad,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i3 7100U,2.4,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,ThinkPad L570,Notebook,15.6,8GB,256GB SSD,Windows 10,2.3,911.0,6.814542897259958,ThinkPad,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Asus,VivoBook E201NA,Netbook,11.6,4GB,64GB Flash Storage,Windows 10,1.2,340.0,5.828945617610207,VivoBook,0,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3350,1.1,4,64GB Flash Storage,0,64GB,Flash Storage,Intel,HD
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,8GB,256GB SSD,Windows 10,1.91,618.99,6.428089117465248,15-BS026nv,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,AMD,Radeon
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8GB,256GB SSD,Windows 10,1.4,1599.0,7.377133712833954,Yoga,3,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,UHD
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,4GB,500GB HDD,Windows 10,2.1,299.0,5.700443573390686,IdeaPad,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3350,1.1,4,500GB HDD,0,500GB,HDD,Intel,HD
Lenovo,Chromebook N23,Netbook,11.6,4GB,16GB SSD,Chrome/Android,1.25,265.0,5.579729825986222,Chromebook,0,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3060,1.6,4,16GB SSD,0,16GB,SSD,Intel,HD
Lenovo,ThinkPad 13,Notebook,13.3,8GB,256GB SSD,Windows 10,1.44,949.0,6.855408798609927,ThinkPad,2,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,8GB,256GB SSD +  1TB HDD,Windows 10,2.0,1224.0,7.1098794630722715,ZenBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD +,1,256GB,SSD +,Intel,HD
Acer,Aspire A515-51G-59QF,Notebook,15.6,4GB,1TB HDD,Windows 10,2.2,613.0,6.418364935936212,Aspire,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
HP,Envy 13-AB002nv,Ultrabook,13.3,8GB,512GB SSD,Windows 10,1.34,1323.0,7.187657164114955,Envy,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,512GB SSD,0,512GB,SSD,Intel,HD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8GB,256GB SSD +  1TB HDD,No OS,2.4,1149.0,7.046647277848756,Legion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Dell,XPS 13,Ultrabook,13.3,8GB,128GB SSD,Windows 10,1.29,899.0,6.80128303447162,XPS,2,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,128GB SSD,0,128GB,SSD,Intel,HD
Acer,Aspire A515-51G,Notebook,15.6,4GB,500GB HDD,Windows 10,2.2,639.0,6.459904454377535,Aspire,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,4,500GB HDD,0,500GB,HDD,Nvidia,GeForce
Dell,Vostro 5568,Notebook,15.6,8GB,1TB HDD,Windows 10,2.18,836.0,6.728628613084702,Vostro,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,1TB HDD,0,1TB,HDD,Intel,HD
Dell,Inspiron 5570,Notebook,15.6,16GB,256GB SSD +  2TB HDD,Windows 10,2.2,1219.24,7.105982992793148,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,16,256GB SSD +,1,256GB,SSD +,AMD,Radeon
Other,Mi Notebook,Notebook,15.6,16GB,256GB SSD,No OS,1.95,1399.95,7.244191800679865,Mi,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,16,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Asus,VivoBook E12,Netbook,11.6,2GB,32GB Flash Storage,Windows 10,1.1,245.0,5.5012582105447265,VivoBook,0,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3350,1.1,2,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,4GB,1TB HDD,Windows 10,2.04,521.47,6.2566517464198705,15-bs190od,4,1366x768,1,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 8250U,1.6,4,1TB HDD,0,1TB,HDD,Intel,UHD
Asus,ROG Zephyrus,Gaming,15.6,24GB,512GB SSD,Windows 10,2.24,2968.0,7.995643604287271,ROG,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,24,512GB SSD,0,512GB,SSD,Nvidia,GeForce
HP,Probook 450,Notebook,15.6,8GB,256GB SSD,Windows 10,2.04,889.0,6.790097235513905,Probook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
